success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,participant_id,screen_width,screen_height,is_mobile,age,gender,ai_use_frequency,ai_detection_experience,rt,stimulus,response,save_trial,trial_id,block,target_origin,set_size,target_present,cue_image,composite_image,target_position,correct_key,repetition,is_practice,no_response,correct,trial_index_global,true_origin,filename,realism_rating,classification_response,classification_correct
,,,,,html-keyboard-response,10,99228,0.0-10.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,11,99730,0.0-11.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,12,101233,0.0-12.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_003.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,101735,0.0-13.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,14,103290,0.0-14.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,1554,"<div style=""text-align:center""><img src=""ff_v4_015.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_015,face_face,real,8,true,real_003.png,ff_v4_015.png,6,arrowright,1,true,false,true,15,,,,,
,,,,,html-keyboard-response,15,104092,0.0-15.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,16,104594,0.0-16.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,17,105097,0.0-17.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,18,106600,0.0-18.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_039.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,19,107101,0.0-19.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,20,108743,0.0-20.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,1640,"<div style=""text-align:center""><img src=""ff_v4_012.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_012,face_face,real,4,true,real_039.png,ff_v4_012.png,1,arrowright,1,true,false,true,21,,,,,
,,,,,html-keyboard-response,21,109546,0.0-21.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,22,110049,0.0-22.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,23,110551,0.0-23.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,24,112054,0.0-24.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_004.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,25,112556,0.0-25.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,26,114062,0.0-26.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,1504,"<div style=""text-align:center""><img src=""ff_v4_017.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_017,face_face,ai,8,true,ai_004.png,ff_v4_017.png,7,arrowright,1,true,false,true,27,,,,,
,,,,,html-keyboard-response,27,114863,0.0-27.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,28,115365,0.0-28.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,29,115868,0.0-29.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,30,117371,0.0-30.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_008.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,31,117873,0.0-31.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,32,119571,0.0-32.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,1697,"<div style=""text-align:center""><img src=""ff_v4_014.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_014,face_face,ai,8,true,ai_008.png,ff_v4_014.png,8,arrowright,1,true,false,true,33,,,,,
,,,,,html-keyboard-response,33,120373,0.0-33.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,34,120875,0.0-34.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,35,121378,0.0-35.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,36,122881,0.0-36.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_004.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,37,123383,0.0-37.0,14,1,2026-06-10 12:46:56,fac33314ff793864f6ca77dbc392f4f8,45.85.105.118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,OS X,10_15_7,null,"ru,en;q=0.9,fr;q=0.8",p_1781095623962_1i62,1280,832,false,21,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
